ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60632,14,04/04/2021,04/10/2021,108,12933,119,14206,1785,86060,1961,94530.9,0.1,0.2,0,195,0.0,214.2,91039,60632-2021-14,POINT (-87.711251 41.810038)
60632,15,04/11/2021,04/17/2021,109,13042,120,14325.7,1768,87828,1942,96472.9,0.1,0.2,1,196,1.1,215.3,91039,60632-2021-15,POINT (-87.711251 41.810038)
60632,16,04/18/2021,04/24/2021,127,13169,140,14465.2,1858,89686,2041,98513.8,0.1,0.2,0,196,0.0,215.3,91039,60632-2021-16,POINT (-87.711251 41.810038)
60632,17,04/25/2021,05/01/2021,101,13270,111,14576.2,1791,91477,1967,100481.1,0.1,0.2,0,196,0.0,215.3,91039,60632-2021-17,POINT (-87.711251 41.810038)
60632,18,05/02/2021,05/08/2021,81,13351,89,14665.1,1623,93100,1783,102263.9,0.1,0.2,0,196,0.0,215.3,91039,60632-2021-18,POINT (-87.711251 41.810038)
60632,19,05/09/2021,05/15/2021,56,13407,62,14726.7,1523,94623,1673,103936.8,0.0,0.2,2,198,2.2,217.5,91039,60632-2021-19,POINT (-87.711251 41.810038)
60632,2,01/10/2021,01/16/2021,267,11719,293,12872.5,2160,67202,2373,73816.7,0.2,0.2,6,172,6.6,188.9,91039,60632-2021-2,POINT (-87.711251 41.810038)
60632,21,05/23/2021,05/29/2021,19,13458,21,14782.7,1215,97019,1335,106568.6,0.0,0.2,0,201,0.0,220.8,91039,60632-2021-21,POINT (-87.711251 41.810038)
60632,3,01/17/2021,01/23/2021,217,11936,238,13110.9,1925,69127,2114,75931.2,0.1,0.2,2,174,2.2,191.1,91039,60632-2021-3,POINT (-87.711251 41.810038)
60632,4,01/24/2021,01/30/2021,187,12123,205,13316.3,1709,70836,1877,77808.4,0.1,0.2,8,182,8.8,199.9,91039,60632-2021-4,POINT (-87.711251 41.810038)
60632,5,01/31/2021,02/06/2021,110,12233,121,13437.1,1589,72425,1745,79553.8,0.1,0.2,1,183,1.1,201.0,91039,60632-2021-5,POINT (-87.711251 41.810038)
60632,6,02/07/2021,02/13/2021,75,12308,82,13519.5,1555,73980,1708,81261.9,0.1,0.2,3,186,3.3,204.3,91039,60632-2021-6,POINT (-87.711251 41.810038)
60632,7,02/14/2021,02/20/2021,51,12359,56,13575.5,1215,75195,1335,82596.5,0.1,0.2,1,187,1.1,205.4,91039,60632-2021-7,POINT (-87.711251 41.810038)
60632,8,02/21/2021,02/27/2021,62,12421,68,13643.6,1427,76622,1568,84163.9,0.1,0.2,3,190,3.3,208.7,91039,60632-2021-8,POINT (-87.711251 41.810038)
60632,9,02/28/2021,03/06/2021,52,12473,57,13700.7,1412,78034,1551,85714.9,0.0,0.2,1,191,1.1,209.8,91039,60632-2021-9,POINT (-87.711251 41.810038)
60606,21,05/17/2020,05/23/2020,0,20,0,645,89,470,2870,15156.4,0.1,0.2,0,0,0.0,0.0,3101,60606-2020-21,POINT (-87.63676 41.882634)
60606,22,05/24/2020,05/30/2020,2,22,64,709.4,146,616,4708,19864.6,0.1,0.2,0,0,0.0,0.0,3101,60606-2020-22,POINT (-87.63676 41.882634)
60606,23,05/31/2020,06/06/2020,5,27,161,870.7,104,720,3354,23218.3,0.1,0.2,0,0,0.0,0.0,3101,60606-2020-23,POINT (-87.63676 41.882634)
60606,24,06/07/2020,06/13/2020,0,27,0,870.7,80,800,2580,25798.1,0.0,0.1,0,0,0.0,0.0,3101,60606-2020-24,POINT (-87.63676 41.882634)
60606,25,06/14/2020,06/20/2020,0,27,0,870.7,108,908,3483,29280.9,0.0,0.1,0,0,0.0,0.0,3101,60606-2020-25,POINT (-87.63676 41.882634)
60612,16,04/18/2021,04/24/2021,85,3389,248,9877.3,2284,75150,6657,219026,0.0,0.1,1,65,2.9,189.4,34311,60612-2021-16,POINT (-87.687011 41.88004)
60623,32,08/02/2020,08/08/2020,65,3898,76,4533.7,1082,19119,1258,22236.8,0.1,0.2,0,155,0.0,180.3,85979,60623-2020-32,POINT (-87.717446 41.850321)
60623,33,08/09/2020,08/15/2020,79,3977,92,4625.5,1241,20360,1443,23680.2,0.1,0.2,1,156,1.2,181.4,85979,60623-2020-33,POINT (-87.717446 41.850321)
60612,19,05/09/2021,05/15/2021,34,3551,99,10349.5,1756,81517,5118,237582.7,0.0,0.1,0,67,0.0,195.3,34311,60612-2021-19,POINT (-87.687011 41.88004)
60633,36,08/30/2020,09/05/2020,7,319,54,2478.4,186,3416,1445,26540.3,0.1,0.1,0,6,0.0,46.6,12871,60633-2020-36,POINT (-87.556037 41.653147)
60633,37,09/06/2020,09/12/2020,11,330,86,2563.9,232,3648,1802,28342.8,0.1,0.1,0,6,0.0,46.6,12871,60633-2020-37,POINT (-87.556037 41.653147)
60633,38,09/13/2020,09/19/2020,5,335,39,2602.8,113,3761,878,29220.7,0.1,0.1,0,6,0.0,46.6,12871,60633-2020-38,POINT (-87.556037 41.653147)
60633,39,09/20/2020,09/26/2020,18,353,140,2742.6,173,3934,1344,30564.8,0.1,0.1,0,6,0.0,46.6,12871,60633-2020-39,POINT (-87.556037 41.653147)
60633,40,09/27/2020,10/03/2020,22,375,171,2913.5,196,4130,1523,32087.6,0.1,0.1,0,6,0.0,46.6,12871,60633-2020-40,POINT (-87.556037 41.653147)
60633,41,10/04/2020,10/10/2020,34,409,264,3177.7,266,4396,2067,34154.3,0.1,0.1,0,6,0.0,46.6,12871,60633-2020-41,POINT (-87.556037 41.653147)
60633,42,10/11/2020,10/17/2020,30,439,233,3410.8,321,4717,2494,36648.3,0.1,0.1,0,6,0.0,46.6,12871,60633-2020-42,POINT (-87.556037 41.653147)
60633,43,10/18/2020,10/24/2020,48,487,373,3783.7,413,5130,3209,39857,0.1,0.1,0,6,0.0,46.6,12871,60633-2020-43,POINT (-87.556037 41.653147)
60633,44,10/25/2020,10/31/2020,55,542,427,4211,399,5529,3100,42957,0.2,0.1,0,6,0.0,46.6,12871,60633-2020-44,POINT (-87.556037 41.653147)
60633,45,11/01/2020,11/07/2020,83,625,645,4855.9,406,5935,3154,46111.4,0.2,0.1,0,6,0.0,46.6,12871,60633-2020-45,POINT (-87.556037 41.653147)
60633,46,11/08/2020,11/14/2020,90,715,699,5555.1,499,6434,3877,49988.3,0.2,0.1,1,7,7.8,54.4,12871,60633-2020-46,POINT (-87.556037 41.653147)
60633,47,11/15/2020,11/21/2020,89,804,692,6246.6,452,6886,3512,53500.1,0.2,0.1,1,8,7.8,62.2,12871,60633-2020-47,POINT (-87.556037 41.653147)
60633,48,11/22/2020,11/28/2020,59,863,458,6705,377,7263,2929,56429.2,0.2,0.1,1,9,7.8,69.9,12871,60633-2020-48,POINT (-87.556037 41.653147)
60633,49,11/29/2020,12/05/2020,100,963,777,7481.9,470,7733,3652,60080.8,0.3,0.1,1,10,7.8,77.7,12871,60633-2020-49,POINT (-87.556037 41.653147)
60633,50,12/06/2020,12/12/2020,52,1015,404,7885.9,383,8116,2976,63056.5,0.2,0.2,1,11,7.8,85.5,12871,60633-2020-50,POINT (-87.556037 41.653147)
60612,2,01/10/2021,01/16/2021,96,2785,280,8116.9,2376,44473,6925,129617.3,0.0,0.1,1,54,2.9,157.4,34311,60612-2021-2,POINT (-87.687011 41.88004)
60612,3,01/17/2021,01/23/2021,63,2848,184,8300.5,2270,46743,6616,136233.3,0.0,0.1,2,56,5.8,163.2,34311,60612-2021-3,POINT (-87.687011 41.88004)
60623,35,08/23/2020,08/29/2020,109,4180,127,4861.7,1472,23199,1712,26982.2,0.1,0.2,0,157,0.0,182.6,85979,60623-2020-35,POINT (-87.717446 41.850321)
60613,43,10/18/2020,10/24/2020,114,1143,228,2280.8,2127,26682,4244,53243.7,0.1,0.0,0,33,0.0,65.9,50113,60613-2020-43,POINT (-87.661343 41.953742)
60613,44,10/25/2020,10/31/2020,168,1311,335,2616.1,2376,29058,4741,57985,0.1,0.0,1,34,2.0,67.8,50113,60613-2020-44,POINT (-87.661343 41.953742)
60623,36,08/30/2020,09/05/2020,64,4244,74,4936.1,1147,24346,1334,28316.2,0.1,0.2,0,157,0.0,182.6,85979,60623-2020-36,POINT (-87.717446 41.850321)
60623,37,09/06/2020,09/12/2020,46,4290,54,4989.6,900,25246,1047,29363,0.1,0.2,0,157,0.0,182.6,85979,60623-2020-37,POINT (-87.717446 41.850321)
60623,38,09/13/2020,09/19/2020,82,4372,95,5085,1155,26401,1343,30706.3,0.1,0.2,1,158,1.2,183.8,85979,60623-2020-38,POINT (-87.717446 41.850321)
60612,5,01/31/2021,02/06/2021,23,2911,67,8484.2,2085,50945,6077,148480.1,0.0,0.1,0,56,0.0,163.2,34311,60612-2021-5,POINT (-87.687011 41.88004)
60613,45,11/01/2020,11/07/2020,210,1521,419,3035.1,2388,31446,4765,62750.2,0.1,0.0,0,34,0.0,67.8,50113,60613-2020-45,POINT (-87.661343 41.953742)
60613,46,11/08/2020,11/14/2020,293,1814,585,3619.8,2726,34172,5440,68189.9,0.1,0.1,0,34,0.0,67.8,50113,60613-2020-46,POINT (-87.661343 41.953742)
60612,6,02/07/2021,02/13/2021,21,2932,61,8545.4,2142,53087,6243,154723,0.0,0.1,2,58,5.8,169.0,34311,60612-2021-6,POINT (-87.687011 41.88004)
60612,7,02/14/2021,02/20/2021,21,2953,61,8606.6,1719,54806,5010,159733,0.0,0.1,1,59,2.9,172.0,34311,60612-2021-7,POINT (-87.687011 41.88004)
60613,47,11/15/2020,11/21/2020,183,1997,365,3985,3479,37651,6942,75132.2,0.1,0.1,0,34,0.0,67.8,50113,60613-2020-47,POINT (-87.661343 41.953742)
60612,8,02/21/2021,02/27/2021,30,2983,87,8694,2200,57006,6412,166145,0.0,0.1,1,60,2.9,174.9,34311,60612-2021-8,POINT (-87.687011 41.88004)
60612,9,02/28/2021,03/06/2021,29,3012,84,8778.5,2342,59348,6826,172970.8,0.0,0.1,1,61,2.9,177.8,34311,60612-2021-9,POINT (-87.687011 41.88004)
60613,42,10/11/2020,10/17/2020,95,1029,190,2053.4,1958,24555,3907,48999.3,0.0,0.0,0,33,0.0,65.9,50113,60613-2020-42,POINT (-87.661343 41.953742)
60613,10,03/07/2021,03/13/2021,42,3339,84,6662.9,1778,72889,3548,145449.3,0.0,0.0,2,44,4.0,87.8,50113,60613-2021-10,POINT (-87.661343 41.953742)
60613,12,03/21/2021,03/27/2021,98,3496,196,6976.2,1879,76953,3750,153559,0.0,0.0,1,45,2.0,89.8,50113,60613-2021-12,POINT (-87.661343 41.953742)
60613,16,04/18/2021,04/24/2021,55,3822,110,7626.8,1774,85559,3540,170732.1,0.0,0.0,1,48,2.0,95.8,50113,60613-2021-16,POINT (-87.661343 41.953742)
60613,17,04/25/2021,05/01/2021,34,3856,68,7694.6,2067,87626,4125,174856.8,0.0,0.0,1,49,2.0,97.8,50113,60613-2021-17,POINT (-87.661343 41.953742)
60613,48,11/22/2020,11/28/2020,127,2124,253,4238.4,2430,40081,4849,79981.2,0.1,0.1,0,34,0.0,67.8,50113,60613-2020-48,POINT (-87.661343 41.953742)
60613,49,11/29/2020,12/05/2020,144,2268,287,4525.8,2578,42659,5144,85125.6,0.1,0.1,2,36,4.0,71.8,50113,60613-2020-49,POINT (-87.661343 41.953742)
60613,18,05/02/2021,05/08/2021,16,3872,32,7726.5,1768,89394,3528,178384.9,0.0,0.0,0,49,0.0,97.8,50113,60613-2021-18,POINT (-87.661343 41.953742)
60613,19,05/09/2021,05/15/2021,17,3889,34,7760.5,1739,91133,3470,181855,0.0,0.0,0,49,0.0,97.8,50113,60613-2021-19,POINT (-87.661343 41.953742)
60613,20,05/16/2021,05/22/2021,4,3893,8,7768.4,1644,92777,3281,185135.6,0.0,0.0,0,49,0.0,97.8,50113,60613-2021-20,POINT (-87.661343 41.953742)
60613,4,01/24/2021,01/30/2021,72,3099,144,6184,2037,61862,4065,123445,0.0,0.1,1,41,2.0,81.8,50113,60613-2021-4,POINT (-87.661343 41.953742)
60613,5,01/31/2021,02/06/2021,65,3164,130,6313.7,1996,63858,3983,127428,0.0,0.1,0,41,0.0,81.8,50113,60613-2021-5,POINT (-87.661343 41.953742)
60613,6,02/07/2021,02/13/2021,28,3192,56,6369.6,1981,65839,3953,131381.1,0.0,0.1,1,42,2.0,83.8,50113,60613-2021-6,POINT (-87.661343 41.953742)
60613,7,02/14/2021,02/20/2021,27,3219,54,6423.5,1617,67456,3227,134607.8,0.0,0.1,0,42,0.0,83.8,50113,60613-2021-7,POINT (-87.661343 41.953742)
60613,8,02/21/2021,02/27/2021,31,3250,62,6485.3,1662,69118,3316,137924.3,0.0,0.0,0,42,0.0,83.8,50113,60613-2021-8,POINT (-87.661343 41.953742)
60613,9,02/28/2021,03/06/2021,47,3297,94,6579.1,1993,71111,3977,141901.3,0.0,0.0,0,42,0.0,83.8,50113,60613-2021-9,POINT (-87.661343 41.953742)
60633,51,12/13/2020,12/19/2020,31,1046,241,8126.8,316,8432,2455,65511.6,0.1,0.2,0,11,0.0,85.5,12871,60633-2020-51,POINT (-87.556037 41.653147)
60633,53,12/27/2020,01/02/2021,35,1095,272,8507.5,258,8876,2004,68961.2,0.1,0.2,0,12,0.0,93.2,12871,60633-2020-53,POINT (-87.556037 41.653147)
60633,1,01/03/2021,01/09/2021,34,1129,264,8771.7,297,9173,2308,71268.7,0.1,0.2,0,12,0.0,93.2,12871,60633-2021-1,POINT (-87.556037 41.653147)
60633,10,03/07/2021,03/13/2021,8,1253,62,9735.1,225,11244,1748,87359.2,0.1,0.1,0,15,0.0,116.5,12871,60633-2021-10,POINT (-87.556037 41.653147)
60633,11,03/14/2021,03/20/2021,5,1258,39,9773.9,199,11443,1546,88905.3,0.0,0.1,0,15,0.0,116.5,12871,60633-2021-11,POINT (-87.556037 41.653147)
60633,12,03/21/2021,03/27/2021,4,1262,31,9805,177,11620,1375,90280.5,0.0,0.1,0,15,0.0,116.5,12871,60633-2021-12,POINT (-87.556037 41.653147)
60633,13,03/28/2021,04/03/2021,6,1268,47,9851.6,187,11807,1453,91733.4,0.0,0.1,0,15,0.0,116.5,12871,60633-2021-13,POINT (-87.556037 41.653147)
60633,14,04/04/2021,04/10/2021,25,1293,194,10045.8,299,12106,2323,94056.4,0.1,0.1,0,15,0.0,116.5,12871,60633-2021-14,POINT (-87.556037 41.653147)
60633,15,04/11/2021,04/17/2021,17,1310,132,10177.9,283,12389,2199,96255.1,0.1,0.1,0,15,0.0,116.5,12871,60633-2021-15,POINT (-87.556037 41.653147)
60633,16,04/18/2021,04/24/2021,7,1317,54,10232.3,243,12632,1888,98143.1,0.0,0.1,0,15,0.0,116.5,12871,60633-2021-16,POINT (-87.556037 41.653147)
60633,17,04/25/2021,05/01/2021,19,1336,148,10379.9,246,12878,1911,100054.4,0.1,0.1,0,15,0.0,116.5,12871,60633-2021-17,POINT (-87.556037 41.653147)
60633,18,05/02/2021,05/08/2021,10,1346,78,10457.6,330,13208,2564,102618.3,0.0,0.1,0,15,0.0,116.5,12871,60633-2021-18,POINT (-87.556037 41.653147)
60633,19,05/09/2021,05/15/2021,7,1353,54,10512,269,13477,2090,104708.3,0.1,0.1,1,16,7.8,124.3,12871,60633-2021-19,POINT (-87.556037 41.653147)
60633,21,05/23/2021,05/29/2021,3,1369,23,10636.3,184,13937,1430,108282.2,0.0,0.1,0,16,0.0,124.3,12871,60633-2021-21,POINT (-87.556037 41.653147)
60606,26,06/21/2020,06/27/2020,2,29,64,935.2,114,1022,3676,32957.1,0.0,0.1,1,1,32.2,32.2,3101,60606-2020-26,POINT (-87.63676 41.882634)
60614,27,06/28/2020,07/04/2020,50,619,70,868.1,1550,8458,2174,11861.2,0.0,0.1,3,68,4.2,95.4,71308,60614-2020-27,POINT (-87.652064 41.922605)
60614,28,07/05/2020,07/11/2020,44,663,62,929.8,1783,10241,2500,14361.6,0.0,0.1,1,69,1.4,96.8,71308,60614-2020-28,POINT (-87.652064 41.922605)
60614,29,07/12/2020,07/18/2020,31,694,44,973.2,1942,12183,2723,17085,0.0,0.1,1,70,1.4,98.2,71308,60614-2020-29,POINT (-87.652064 41.922605)
60614,30,07/19/2020,07/25/2020,40,734,56,1029.3,1488,13671,2087,19171.8,0.0,0.0,0,70,0.0,98.2,71308,60614-2020-30,POINT (-87.652064 41.922605)
60614,31,07/26/2020,08/01/2020,43,777,60,1089.6,1685,15356,2363,21534.8,0.0,0.0,0,70,0.0,98.2,71308,60614-2020-31,POINT (-87.652064 41.922605)
60614,32,08/02/2020,08/08/2020,48,825,67,1157,1833,17189,2570,24105.3,0.0,0.0,0,70,0.0,98.2,71308,60614-2020-32,POINT (-87.652064 41.922605)
60614,33,08/09/2020,08/15/2020,38,863,53,1210.2,1967,19156,2758,26863.7,0.0,0.0,0,70,0.0,98.2,71308,60614-2020-33,POINT (-87.652064 41.922605)
60614,34,08/16/2020,08/22/2020,45,908,63,1273.3,1963,21119,2753,29616.6,0.0,0.0,1,71,1.4,99.6,71308,60614-2020-34,POINT (-87.652064 41.922605)
60614,35,08/23/2020,08/29/2020,65,973,91,1364.5,1983,23102,2781,32397.5,0.0,0.0,1,72,1.4,101.0,71308,60614-2020-35,POINT (-87.652064 41.922605)
60614,36,08/30/2020,09/05/2020,55,1028,77,1441.6,1862,24964,2611,35008.7,0.0,0.0,0,72,0.0,101.0,71308,60614-2020-36,POINT (-87.652064 41.922605)
60614,37,09/06/2020,09/12/2020,51,1079,72,1513.2,1645,26609,2307,37315.6,0.0,0.0,0,72,0.0,101.0,71308,60614-2020-37,POINT (-87.652064 41.922605)
60614,39,09/20/2020,09/26/2020,57,1213,80,1701.1,2284,30939,3203,43387.8,0.0,0.0,0,72,0.0,101.0,71308,60614-2020-39,POINT (-87.652064 41.922605)
60614,40,09/27/2020,10/03/2020,70,1283,98,1799.2,2176,33115,3052,46439.4,0.0,0.0,0,72,0.0,101.0,71308,60614-2020-40,POINT (-87.652064 41.922605)
60614,41,10/04/2020,10/10/2020,121,1404,170,1968.9,3012,36127,4224,50663.3,0.0,0.0,0,72,0.0,101.0,71308,60614-2020-41,POINT (-87.652064 41.922605)
60614,52,12/20/2020,12/26/2020,125,3845,175,5392.1,4235,78896,5939,110641.2,0.0,0.0,1,81,1.4,113.6,71308,60614-2020-52,POINT (-87.652064 41.922605)
60614,53,12/27/2020,01/02/2021,139,3984,195,5587,3543,82439,4969,115609.7,0.0,0.0,2,83,2.8,116.4,71308,60614-2020-53,POINT (-87.652064 41.922605)
60614,1,01/03/2021,01/09/2021,236,4220,331,5918,4723,87162,6623,122233.1,0.1,0.0,0,83,0.0,116.4,71308,60614-2021-1,POINT (-87.652064 41.922605)
60614,10,03/07/2021,03/13/2021,79,4970,111,6969.8,3303,117835,4632,165247.9,0.0,0.0,0,90,0.0,126.2,71308,60614-2021-10,POINT (-87.652064 41.922605)
60614,11,03/14/2021,03/20/2021,133,5103,186,7156.3,3483,121318,4884,170132.4,0.0,0.0,0,90,0.0,126.2,71308,60614-2021-11,POINT (-87.652064 41.922605)
60614,12,03/21/2021,03/27/2021,204,5307,286,7442.4,3125,124443,4382,174514.8,0.1,0.0,0,90,0.0,126.2,71308,60614-2021-12,POINT (-87.652064 41.922605)
60614,13,03/28/2021,04/03/2021,197,5504,276,7718.6,3780,128223,5301,179815.7,0.1,0.0,0,90,0.0,126.2,71308,60614-2021-13,POINT (-87.652064 41.922605)
60614,14,04/04/2021,04/10/2021,130,5634,182,7900.9,3032,131255,4252,184067.7,0.0,0.0,1,91,1.4,127.6,71308,60614-2021-14,POINT (-87.652064 41.922605)
60614,15,04/11/2021,04/17/2021,92,5726,129,8030,2865,134120,4018,188085.5,0.0,0.0,0,91,0.0,127.6,71308,60614-2021-15,POINT (-87.652064 41.922605)
60614,16,04/18/2021,04/24/2021,76,5802,107,8136.5,2696,136816,3781,191866.3,0.0,0.0,0,91,0.0,127.6,71308,60614-2021-16,POINT (-87.652064 41.922605)
60614,17,04/25/2021,05/01/2021,59,5861,83,8219.3,2696,139512,3781,195647.1,0.0,0.0,0,91,0.0,127.6,71308,60614-2021-17,POINT (-87.652064 41.922605)
60614,18,05/02/2021,05/08/2021,22,5883,31,8250.1,2215,141727,3106,198753.3,0.0,0.0,0,91,0.0,127.6,71308,60614-2021-18,POINT (-87.652064 41.922605)
60614,19,05/09/2021,05/15/2021,17,5900,24,8274,2181,143908,3059,201811.9,0.0,0.0,0,91,0.0,127.6,71308,60614-2021-19,POINT (-87.652064 41.922605)
60614,7,02/14/2021,02/20/2021,64,4768,90,6686.5,3317,107567,4652,150848.4,0.0,0.0,0,87,0.0,122.0,71308,60614-2021-7,POINT (-87.652064 41.922605)
60614,8,02/21/2021,02/27/2021,62,4830,87,6773.4,3568,111135,5004,155852.1,0.0,0.0,2,89,2.8,124.8,71308,60614-2021-8,POINT (-87.652064 41.922605)
60614,9,02/28/2021,03/06/2021,61,4891,86,6859,3397,114532,4764,160615.9,0.0,0.0,1,90,1.4,126.2,71308,60614-2021-9,POINT (-87.652064 41.922605)
60615,37,09/06/2020,09/12/2020,6,609,14,1465.2,762,13753,1833,33089.5,0.0,0.0,0,16,0.0,38.5,41563,60615-2020-37,POINT (-87.602725 41.801993)
60633,8,02/21/2021,02/27/2021,10,1239,78,9626.3,243,10843,1888,84243.6,0.0,0.1,1,15,7.8,116.5,12871,60633-2021-8,POINT (-87.556037 41.653147)
60633,9,02/28/2021,03/06/2021,6,1245,47,9672.9,176,11019,1367,85611.1,0.0,0.1,0,15,0.0,116.5,12871,60633-2021-9,POINT (-87.556037 41.653147)
60634,12,03/15/2020,03/21/2020,17,18,22,23.7,64,70,84,92.1,0.2,0.2,0,0,0.0,0.0,75995,60634-2020-12,POINT (-87.797373 41.944967)
60634,17,04/19/2020,04/25/2020,178,556,234,731.6,758,2622,997,3450.2,0.2,0.2,6,18,7.9,23.7,75995,60634-2020-17,POINT (-87.797373 41.944967)
60634,18,04/26/2020,05/02/2020,222,778,292,1023.8,823,3445,1083,4533.2,0.3,0.2,5,23,6.6,30.3,75995,60634-2020-18,POINT (-87.797373 41.944967)
60634,19,05/03/2020,05/09/2020,209,987,275,1298.8,980,4425,1290,5822.8,0.3,0.2,4,27,5.3,35.5,75995,60634-2020-19,POINT (-87.797373 41.944967)
60634,20,05/10/2020,05/16/2020,158,1145,208,1506.7,1032,5457,1358,7180.7,0.2,0.2,6,33,7.9,43.4,75995,60634-2020-20,POINT (-87.797373 41.944967)
60634,21,05/17/2020,05/23/2020,127,1272,167,1673.8,1177,6634,1549,8729.5,0.2,0.2,3,36,3.9,47.4,75995,60634-2020-21,POINT (-87.797373 41.944967)
60634,22,05/24/2020,05/30/2020,84,1356,110,1784.3,1136,7770,1495,10224.4,0.1,0.2,3,39,3.9,51.3,75995,60634-2020-22,POINT (-87.797373 41.944967)
60634,23,05/31/2020,06/06/2020,56,1412,74,1858,807,8577,1062,11286.3,0.1,0.2,1,40,1.3,52.6,75995,60634-2020-23,POINT (-87.797373 41.944967)
60634,24,06/07/2020,06/13/2020,44,1456,58,1915.9,930,9507,1224,12510,0.1,0.2,3,43,3.9,56.6,75995,60634-2020-24,POINT (-87.797373 41.944967)
60634,25,06/14/2020,06/20/2020,68,1524,90,2005.4,973,10480,1280,13790.4,0.1,0.2,4,47,5.3,61.8,75995,60634-2020-25,POINT (-87.797373 41.944967)
60634,26,06/21/2020,06/27/2020,42,1566,55,2060.7,1039,11519,1367,15157.6,0.1,0.2,4,51,5.3,67.1,75995,60634-2020-26,POINT (-87.797373 41.944967)
60634,39,09/20/2020,09/26/2020,68,2559,90,3367.3,1376,28720,1811,37792,0.1,0.1,0,62,0.0,81.6,75995,60634-2020-39,POINT (-87.797373 41.944967)
60634,40,09/27/2020,10/03/2020,93,2652,122,3489.7,1450,30170,1908,39700,0.1,0.1,1,63,1.3,82.9,75995,60634-2020-40,POINT (-87.797373 41.944967)
60634,41,10/04/2020,10/10/2020,133,2785,175,3664.7,1803,31973,2372,42072.5,0.1,0.1,1,64,1.3,84.2,75995,60634-2020-41,POINT (-87.797373 41.944967)
60634,42,10/11/2020,10/17/2020,190,2975,250,3914.7,2014,33987,2650,44722.7,0.1,0.1,0,64,0.0,84.2,75995,60634-2020-42,POINT (-87.797373 41.944967)
60634,43,10/18/2020,10/24/2020,298,3273,392,4306.9,2273,36260,2991,47713.7,0.2,0.1,2,66,2.6,86.8,75995,60634-2020-43,POINT (-87.797373 41.944967)
60634,44,10/25/2020,10/31/2020,370,3643,487,4793.7,2585,38845,3402,51115.2,0.2,0.1,1,67,1.3,88.2,75995,60634-2020-44,POINT (-87.797373 41.944967)
60634,45,11/01/2020,11/07/2020,655,4298,862,5655.6,3013,41858,3965,55079.9,0.2,0.1,2,69,2.6,90.8,75995,60634-2020-45,POINT (-87.797373 41.944967)
60634,46,11/08/2020,11/14/2020,613,4911,807,6462.3,3436,45294,4521,59601.3,0.2,0.1,6,75,7.9,98.7,75995,60634-2020-46,POINT (-87.797373 41.944967)
60634,49,11/29/2020,12/05/2020,521,6304,686,8295.3,3056,54189,4021,71306,0.2,0.1,8,94,10.5,123.7,75995,60634-2020-49,POINT (-87.797373 41.944967)
60634,50,12/06/2020,12/12/2020,478,6782,629,8924.3,3325,57514,4375,75681.3,0.2,0.1,4,98,5.3,129.0,75995,60634-2020-50,POINT (-87.797373 41.944967)
60634,51,12/13/2020,12/19/2020,371,7153,488,9412.5,2999,60513,3946,79627.6,0.2,0.1,4,102,5.3,134.2,75995,60634-2020-51,POINT (-87.797373 41.944967)
60615,38,09/13/2020,09/19/2020,17,626,41,1506.1,758,14511,1824,34913.3,0.0,0.0,0,16,0.0,38.5,41563,60615-2020-38,POINT (-87.602725 41.801993)
60615,39,09/20/2020,09/26/2020,15,641,36,1542.2,1120,15631,2695,37608,0.0,0.0,0,16,0.0,38.5,41563,60615-2020-39,POINT (-87.602725 41.801993)
60615,40,09/27/2020,10/03/2020,9,650,22,1563.9,1753,17384,4218,41825.7,0.0,0.0,0,16,0.0,38.5,41563,60615-2020-40,POINT (-87.602725 41.801993)
60615,41,10/04/2020,10/10/2020,33,683,79,1643.3,1952,19336,4696,46522.1,0.0,0.0,0,16,0.0,38.5,41563,60615-2020-41,POINT (-87.602725 41.801993)
60615,42,10/11/2020,10/17/2020,35,718,84,1727.5,1956,21292,4706,51228.3,0.0,0.0,0,16,0.0,38.5,41563,60615-2020-42,POINT (-87.602725 41.801993)
60615,43,10/18/2020,10/24/2020,41,759,99,1826.1,2103,23395,5060,56288,0.0,0.0,0,16,0.0,38.5,41563,60615-2020-43,POINT (-87.602725 41.801993)
60615,44,10/25/2020,10/31/2020,71,830,171,1997,2176,25571,5235,61523.5,0.0,0.0,0,16,0.0,38.5,41563,60615-2020-44,POINT (-87.602725 41.801993)
60615,45,11/01/2020,11/07/2020,119,949,286,2283.3,2190,27761,5269,66792.6,0.1,0.0,0,16,0.0,38.5,41563,60615-2020-45,POINT (-87.602725 41.801993)
60615,46,11/08/2020,11/14/2020,143,1092,344,2627.3,2752,30513,6621,73413.9,0.1,0.0,0,16,0.0,38.5,41563,60615-2020-46,POINT (-87.602725 41.801993)
60615,47,11/15/2020,11/21/2020,120,1212,289,2916.1,3114,33627,7492,80906.1,0.0,0.0,1,17,2.4,40.9,41563,60615-2020-47,POINT (-87.602725 41.801993)
60615,48,11/22/2020,11/28/2020,97,1309,233,3149.4,1945,35572,4680,85585.7,0.1,0.0,3,20,7.2,48.1,41563,60615-2020-48,POINT (-87.602725 41.801993)
